"CS_USER__C","CREATEDBYID","CREATEDDATE","EP_USER__C","ID","ISDELETED","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","OWNERID","SYSTEMMODSTAMP","ACCOUNT_NAME__C","AGE__C","AREA__C","EMAIL__C","ENGINEER_FIRST_NAME__C","ENGINEER_NAME__C","ENGINEER_TYPE__C","EVENTUSER__C","GENKA_YEN__C","GYOUMUITAKU_CHECK__C","HYOUKA_RANK__C","INDEX_KOUMOKU__C","JYOUKEN_POINT__C","KEIKEN_NENSUU__C","KOJIN_JIGYOU_TYPE__C","MOBILE_NUMBER__C","SEX__C","SKILL_SET__C","SYAGAI_MUKE_SKILL__C","SYANAI_ENGINEER_KUBUN__C","SYOKUMU_RIREKI__C","SYOUDAN_KAISHI_JIKAN__C","SYOUDAN_SYUURYOU_JIKAN__C","TEIANKINGAKU__C","TOUROKU_MENDAN_DATE__C","TOUROKU_STATUS__C"
"0052x000002poBtAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poByAAI","a0T2x000000MIk1EAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","春日 はるみ","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFdAAL","31.0","岩手県","numata_mahiru@example.com","","春日 はるみ","個人","","523500.0","true","C","","できればモバイルか
PHPをより伸ばせる案件","3.0","個人","080-5972-2087","","サーバ構築;販売管理;OracleDBA;AWS","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-26T11:00:00.000Z","2020-06-26T12:00:00.000Z","","2020-06-09","掘り起こし"
"0052x000002poBzAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poC1AAI","a0T2x000000MIk2EAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","村松 コウ","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFeAAL","34.0","静岡県","odajima_mitsuru@example.com","","村松 コウ","個人","","396000.0","false","D","","","5.0","法人","090-2678-1142","","システムリスク セキュリティ管理;サーバ構築;Java;ネットワーク構築;OracleDBA;PHP;AWS","・Android,iOS経験豊富
・Java,PHPでの開発経験
・英文メール経験","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-23T18:00:00.000Z","2020-06-23T19:00:00.000Z","","2020-06-14","営業中"
"0052x000002poBtAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poC1AAI","a0T2x000000MIk3EAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","北村 真悠子","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFfAAL","36.0","静岡県","tsushima_hiroko@example.com","","北村 真悠子","個人","","383500.0","false","A","","金額＞＞＞内容（NWインテグレーション案件）＞場所","3.0","個人","090-8879-6066","","サーバ構築;Java;ネットワーク構築;Explanner;販売管理;OracleDBA","","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-23T13:00:00.000Z","2020-06-23T14:00:00.000Z","","2020-06-13","掘り起こし"
"0052x000002poBzAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poC1AAI","a0T2x000000MIk4EAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","島 知史","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFgAAL","41.0","茨城県","nakamura_nozomi@example.com","","島 知史","個人","","563500.0","false","A","","【先出しOK】設計から携われる＞場所（秋葉原から自転車、電車だと20分）＞報酬（売66万以上）★固定清算NG","13.0","個人","080-5975-3852","","Java","＜取り扱い機器＞
ルータ、スイッチ、ファイアウォール、ロードバランサ、WLAN、WAN最適化装置など
＜技術＞
ダイナミックルーティング、IPsecVPN、SSL-VPN、QoS、PBR、 パケットフィルタリング
L4/L7ロードバランシング、LAG、Spanning-treeなど

プリセールス、課題管理、国内ベンダーと現地法人を使用したPJ経験から、
ベンダーコントロール能力およびプロジェクト管理能力を保有","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-23T15:30:00.000Z","2020-06-23T16:30:00.000Z","","2020-06-12","営業中"
"0052x000002poBtAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIk5EAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","酒井 たまき","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFiAAL","39.0","山形県","ono_sansei@example.com","","酒井 たまき","個人","","627000.0","false","B","","㈰単金
㈪時間（基本的には大丈夫だけどYoutuberの活動も少々）
㈫働きやすさ、場所

PC：Mac>>>Win（持ち込み相談可能）","2.0","個人","080-6193-2244","","サーバアカウント管理","・Java（~1.7）を用いたサーバーサイド開発
・JavaScriptを用いたフロント開発
・要件定義〜設計〜製造まで一貫して対応可能
→設計以降の案件を希望しております。
　（可能であればしっかり要件定義から）
・金融（特にクレジット）業界経験豊富","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-17T14:00:00.000Z","2020-06-17T14:00:00.000Z","","2020-06-06","営業中"
"0052x000002ke72AAA","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIk6EAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","内山 浩正","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFjAAL","25.0","千葉県","matsuzawa_satomi@example.com","","内山 浩正","個人","","501500.0","true","B","","Java＞C♯
金額＞安定稼働＞場所（移動45分〜1時間くらい）
→単金高かったら多少遠くても行きます
調べ物ができない現場は嫌だ。","12.0","個人","090-8993-5856","","ネットワーク構築","・PHPによるサーバーサイド開発経験豊富
・リーダー経験あり
・ゲーム業界経験豊富で0ベースからのKPIの設計も含めて一貫して対応可能","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-16T11:00:00.000Z","2020-06-16T12:00:00.000Z","","2020-06-04","未対応"
"0052x000002ke72AAA","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIk7EAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","細野 七世","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFkAAL","30.0","埼玉県","kawabata_mia@example.com","","細野 七世","個人","","413000.0","false","B","","内容＝金額＞場所","8.0","法人","080-7729-6991","","Java","・Java、C♯.netでの開発経験
・詳細設計〜テストまで","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-24T20:30:00.000Z","2020-06-24T21:30:00.000Z","","2020-06-09","営業中"
"0052x000002ke72AAA","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIk8EAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","大江 美希","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFlAAL","32.0","岐阜県","tagawa_nana@example.com","","大江 美希","個人","","654000.0","false","B","","再度確認","11.0","個人","090-3050-5129","","C++","・Linux設計構築、AWS知見あり
・NW構築経験あり（CiscoL2/L3）","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-22T12:00:00.000Z","2020-06-22T13:00:00.000Z","","2020-06-16","稼働中"
"0052x000002ke72AAA","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIk9EAG","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","市川 賢治","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFmAAL","23.0","滋賀県","aoki_kaoru@example.com","","市川 賢治","個人","","477000.0","false","C","","週4稼動＞金額","2.0","個人","090-6228-1650","","サーバ構築;販売管理;AWS","・業務系PMO
・Word, Excel, Powerpoint
・システム設計経験あり
・検証業務、進捗管理、ドキュメント作成","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-24T15:00:00.000Z","2020-06-24T16:00:00.000Z","","2020-06-13","掘り起こし"
"0052x000002poBwAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIkAEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","青野 友香","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFfAAL","38.0","山梨県","kimoto_rokurou@example.com","","青野 友香","個人","","469500.0","false","C","","","8.0","個人","090-4992-3010","","サーバ構築;VB.Net;Java;PHP;Node.js","・バナー制作
・ロゴ制作
・Photoshop 
・Illustrator","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-22T13:00:00.000Z","2020-06-22T14:00:00.000Z","","2020-06-09","営業中"
"0052x000002poBwAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIkBEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","山野 季衣","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFoAAL","40.0","千葉県","shimoda_risa@example.com","","山野 季衣","個人","","588500.0","true","D","","案件があれば","10.0","個人","080-9525-7563","","サーバ構築;販売管理;OracleDBA;AWS","・Java開発経験豊富
　→Spring,Struts経験あり

・PHP開発経験あり
　→symfony,CodeIgniter経験あり

・Javascript
　→jQuery,Angula.js,node.js経験あり

・ドキュメント作成可
・Mac/Windowsどちらも対応可能","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-24T17:00:00.000Z","2020-06-24T18:00:00.000Z","","2020-06-18","営業中"
"0052x000002poBzAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poC1AAI","a0T2x000000MIkCEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","石垣 あおい","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFzAAL","25.0","滋賀県","minato_tohru@example.com","","石垣 あおい","個人","","614000.0","false","A","","","5.0","個人","080-5934-5194","","サーバ構築;販売管理;OracleDBA;AWS","・Java開発経験豊富
　→Spring,Struts経験あり

・PHP開発経験あり
　→symfony,CodeIgniter経験あり

・Javascript
　→jQuery,Angula.js,node.js経験あり

・ドキュメント作成可
・Mac/Windowsどちらも対応可能","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T19:00:00.000Z","2020-06-18T20:00:00.000Z","","2020-06-03","営業中"
"0052x000002poBtAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poC1AAI","a0T2x000000MIkDEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","大城 有海","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFEAA1","27.0","神奈川県","okamoto_hiroaki@example.com","","大城 有海","個人","","536500.0","true","A","","案件があれば","14.0","個人","080-1943- 177","","システムリスク セキュリティ管理;サーバ構築;Java;ネットワーク構築;OracleDBA;PHP;AWS","・サーバー、ネットワーク共に経験あり
・即日参画可能","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T15:00:00.000Z","2020-06-18T16:00:00.000Z","","2020-06-15","営業中"
"0052x000002poBuAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBzAAI","a0T2x000000MIkEEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","長岡 剛基","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFhAAL","32.0","静岡県","kusumoto_yuuko@example.com","","長岡 剛基","個人","","614500.0","true","A","","【先出しNG/緩和します】
単価≧業務内容
・単価：Java-70万、Scala-65万以上（仕入）
・業務内容：Scala＞Java
〈尚可〉
・10時開始","7.0","個人","080-3330-1224","","サーバ構築;Java;ネットワーク構築;Explanner;販売管理;OracleDBA","・PMO、PL経験豊富
・DB管理、C、Java経験豊富
・総じて安定稼働しています（直近案件16年参画）
・IBM系経験豊富","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T18:00:00.000Z","2020-06-18T21:00:00.000Z","","2020-06-05","未対応"
"0052x000002poBvAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBtAAI","a0T2x000000MIkFEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","佐古 璃子","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFmAAL","23.0","群馬県","takita_nanami@example.com","","佐古 璃子","個人","","714000.0","true","B","","場所＝時間＞内容","7.0","個人","080-4779-5260","","Java","・Javaでのサーバーサイド開発（~1.8）
・要件定義〜運用保守まで一貫した対応
・JavaScriptでのフロントサイド開発（jQuery, Backbone.js, Handlebars.js）
・その他言語経験（C#, ASP.NET, PHP）
・リーダー経験（１０名程度、スケジュール・タスク管理）","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T16:00:00.000Z","2020-06-18T17:00:00.000Z","","2020-06-03","営業中"
"0052x000002poBvAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBzAAI","a0T2x000000MIkGEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","石川 路子","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyElAAL","38.0","福島県","tajima_ouga@example.com","","石川 路子","個人","","547000.0","true","B","","","13.0","個人","080-1607-8956","","サーバアカウント管理","・詳細設計〜テストまで対応可能
・C#.NET、PHPでの開発経験あり","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-19T18:30:00.000Z","2020-06-19T19:30:00.000Z","","2020-06-08","営業中"
"0052x000002poByAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBtAAI","a0T2x000000MIkHEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","鎌田 涼","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFAAA1","40.0","東京都","ooya_takeshi@example.com","","鎌田 涼","個人","","385000.0","false","B","","金","14.0","個人","080-4113-5982","","ネットワーク構築","・（例）スマホ（iOS/Android）開発経験豊富
・（例）要件定義〜運用保守まで一貫した対応
・（例）Javaでのサーバーサイド開発","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T19:00:00.000Z","2020-06-18T20:00:00.000Z","","2020-06-15","未対応"
"0052x000002poByAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBzAAI","a0T2x000000MIkIEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","梅村 茜","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEmAAL","42.0","埼玉県","asano_asami@example.com","","梅村 茜","個人","","709000.0","false","B","","【先出しOK】単価＞＞場所＞＞内容","3.0","法人","090-4269-3475","","Java","・要件定義〜テストまで一貫して対応可能
・.NEtでの開発経験豊富","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T16:00:00.000Z","2020-06-18T17:00:00.000Z","","2020-06-15","営業中"
"0052x000002poByAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBtAAI","a0T2x000000MIkJEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","山岸 三郎","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFFAA1","45.0","青森県","toda_takeshi@example.com","","山岸 三郎","個人","","539000.0","false","C","","Ruby案件＝単金","12.0","個人","090-5114-5735","","C++","・Android-Javaを用いたスマホアプリ開発
・Kotlin実務経験あり
・要件定義（見積もりなど）〜設計〜製造まで一貫して対応可能
・チーム内でのコードレビュー対応など、サブリーダー的立ちまわり多い","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T10:00:00.000Z","2020-06-18T11:00:00.000Z","","2020-06-09","他社決"
"0052x000002poBwAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIkKEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","村岡 美佐","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyFmAAL","42.0","山梨県","iwanaga_yuujirou@example.com","","村岡 美佐","個人","","505000.0","false","C","","内容（Ruby）＞金額＞場所","14.0","法人","080- 869-7090","","サーバ構築;販売管理;AWS","・サーバー、ネットワーク共に経験あり
・即日参画可能","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-17T20:00:00.000Z","2020-06-17T21:00:00.000Z","","2020-06-12","営業中"
"0052x000002poBwAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poC0AAI","a0T2x000000MIkLEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","小野 明","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEhAAL","45.0","富山県","oohara_manami@example.com","","小野 明","個人","","367500.0","false","D","","金額＞＞＞Linuxの案件","5.0","個人","090-1265-3826","","サーバ構築;VB.Net;Java;PHP;Node.js","・要件定義〜テスト一貫して対応可能
・Java、Scala、Rubyでの開発対応可能
・Gitアカウント：https://github.com/keikurimoto721","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T19:00:00.000Z","2020-06-18T20:00:00.000Z","","2020-06-14","稼働中"
"0052x000002poBuAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poC0AAI","a0T2x000000MIkMEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","森岡 徹平","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEWAA1","43.0","群馬県","takagi_keiko@example.com","","森岡 徹平","個人","","609500.0","false","A","","【先出しOK】
単価＞Webディレ案件＞場所
こだわりあまり強くないが新規企画がささりそうです。","10.0","個人","090-2732-6639","","サーバ構築;販売管理;OracleDBA;AWS","・Linux設計・構築経験豊富
・仮想環境(Vmware)構築得意","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T12:00:00.000Z","2020-06-18T13:00:00.000Z","","2020-06-14","稼働中"
"0052x000002poBuAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poC0AAI","a0T2x000000MIkNEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","小畑 慢太郎","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEXAA1","37.0","三重県","machida_meibi@example.com","","小畑 慢太郎","個人","","487000.0","false","A","","","3.0","個人","080-8153- 935","","システムリスク セキュリティ管理;サーバ構築;Java;ネットワーク構築;OracleDBA;PHP;AWS","・Webディレクター経験豊富
・新規企画経験豊富
・各種Adobe製品（Photoshop、Illustrator、Dreamweaver、InDesign）","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T10:30:00.000Z","2020-06-18T11:30:00.000Z","","2020-06-12","他社決"
"0052x000002poBuAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBzAAI","a0T2x000000MIkOEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","山上 花緑","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEYAA1","21.0","茨城県","kameyama_tatsuya@example.com","","山上 花緑","個人","","612000.0","false","B","","業務内容＞単金
基本こだわりはありません。稼働時間も気にしない！
流通案件が知識豊富","6.0","個人","090-2320-8879","","サーバ構築;Java;ネットワーク構築;Explanner;販売管理;OracleDBA","・クラシックASP開発得意
・Notes/Access経験豊富
・SQL経験あり（テーブル設計/構築経験あり）
・.net経験なし","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-19T13:00:00.000Z","2020-06-19T14:00:00.000Z","","2020-06-03","未対応"
"0052x000002poBvAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBtAAI","a0T2x000000MIkPEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","小堀 佳乃","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEZAA1","23.0","大阪府","komine_toshiaki@example.com","","小堀 佳乃","個人","","679000.0","false","B","","140ー180時間＞私服＞金額
※残業はしたくない","6.0","法人","080-2272-8345","","Java","・VB6、PL/SQLでの開発経験豊富
・DBの設計経験豊富
・詳細設計〜テスト工程得意","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T19:00:00.000Z","2020-06-18T20:00:00.000Z","","2020-06-05","稼働中"
"0052x000002poBvAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBzAAI","a0T2x000000MIkQEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","白鳥 俊二","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEaAAL","25.0","茨城県","ootani_sayuri@example.com","","白鳥 俊二","個人","","581000.0","false","B","","【先出しOK】仕入れ60万以上＞JavaScriptの案件（Reactは経験ないため△）＞ディレクターもあり＞神奈川よりだと嬉しい（尚かレベル）","8.0","個人","090-6438-2548","","サーバアカウント管理","・PHPでの開発経験豊富
・製造〜テスト工程得意
・サーバーサイドの開発得意","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-22T09:30:00.000Z","2020-06-22T10:30:00.000Z","","2020-06-07","他社決"
"0052x000002poBvAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBzAAI","a0T2x000000MIkREAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","金田 未華子","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEbAAL","34.0","山梨県","shibazaki_yasufumi@example.com","","金田 未華子","個人","","436000.0","false","B","","案件があるか。","2.0","法人","080-4442-9369","","ネットワーク構築","・要件定義〜運用まで一貫して対応可能
・Javaでの開発経験豊富
・DBの構築経験あり","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-22T09:30:00.000Z","2020-06-22T10:30:00.000Z","","2020-06-08","稼働中"
"0052x000002poBtAAI","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIkSEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","森下 涼","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEcAAL","23.0","愛知県","kawahara_masaaki@example.com","","森下 涼","個人","","553000.0","false","C","","※日本語能力要チェック","4.0","個人","090-1344-9336","","Java","・Javaでの設計、開発、テストまで一貫して
・OracleDBでの設計構築、チューニング","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T18:00:00.000Z","2020-06-18T19:00:00.000Z","","2020-06-11","掘り起こし"
"0052x000002ke72AAA","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIkTEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","片桐 敏和","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEdAAL","38.0","岐阜県","mita_mina@example.com","","片桐 敏和","個人","","463500.0","false","C","","基本金額ですが、経験のない技術を経験できるものはささりやすい","5.0","個人","090-2634-8772","","C++","・基本設計〜テストまで一貫して対応可能
・Javaでの開発経験豊富
・サーバーサイド、クライアントサイド共に対応可能","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-18T18:30:00.000Z","2020-06-18T19:30:00.000Z","","2020-06-03","営業中"
"0052x000002ke72AAA","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0052x000002poBxAAI","a0T2x000000MIkUEAW","false","","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","","","中川 昴","0052x000002ke72AAA","2020-07-27T03:13:54.000Z","0012x00000AIyEeAAL","40.0","富山県","takigawa_ukyou@example.com","","中川 昴","個人","","438500.0","false","D","","ゲーム案件＞＞＞金額、場所","5.0","個人","080-9511-2708","","サーバ構築;販売管理;AWS","・詳細設計〜テストまで対応可能
・C#.NETでの開発経験豊富
・Angular4、Typescript経験あり","CE","フリーランス時代は得意のXXXに関するプロジェクト中心に活動をし、YYプロジェクト等の業務システムに関する開発・検証を主に行ってきた。得意分野としては・・・","2020-06-19T13:00:00.000Z","2020-06-19T14:00:00.000Z","","2020-06-16","稼働中"
